,word,percent
198,technique include,5.263157894736842
199,"management, modeling,",5.263157894736842
200,big solution,5.263157894736842
201,10+ year,5.263157894736842
202,"hadoop, hive,",5.263157894736842
203,deep expertise,5.263157894736842
204,developing implementing,5.263157894736842
205,domain specific,5.263157894736842
206,take advantage,5.263157894736842
207,developer certification,5.263157894736842
208,"ntt data,",5.263157894736842
209,"data, inc.",5.263157894736842
210,offer full,5.263157894736842
211,full comprehensive,5.263157894736842
212,make decision,5.263157894736842
213,"ancestry, age,",5.263157894736842
214,"sex, sexual",5.263157894736842
215,"genetic information,",10.526315789473683
216,physical mental,13.157894736842104
217,"mental disability,",7.894736842105263
218,qualified individual,5.263157894736842
219,make reasonable,5.263157894736842
220,reasonable accommodation,10.526315789473683
221,accommodation known,5.263157894736842
222,otherwise qualified,5.263157894736842
223,unless undue,5.263157894736842
224,undue hardship,7.894736842105263
225,hardship would,5.263157894736842
226,would result.,5.263157894736842
227,specialty pharmacy,10.526315789473683
228,shield health,5.263157894736842
229,health solution,5.263157894736842
230,health system,5.263157894736842
231,care service,5.263157894736842
232,looking for:,5.263157894736842
233,minimum 3,10.526315789473683
234,3 year,13.157894736842104
235,"tool r,",5.263157894736842
236,"c++, etc.",5.263157894736842
237,"best practices,",5.263157894736842
238,structured unstructured,13.157894736842104
239,cutting edge,5.263157894736842
240,"trees, neural",5.263157894736842
241,"vector machines,",5.263157894736842
242,massive volume,5.263157894736842
243,"engineering, engineering,",7.894736842105263
244,"electrical engineering,",5.263157894736842
245,statistic applied,5.263157894736842
246,building production,5.263157894736842
247,"model learning,",5.263157894736842
248,"learning, deep",7.894736842105263
249,deep similar,5.263157894736842
250,eligible u,5.263157894736842
251,sponsorship future.,5.263157894736842
252,large amount,5.263157894736842
253,language python,5.263157894736842
254,equivalent combination,7.894736842105263
255,combination education,7.894736842105263
256,"language python,",5.263157894736842
257,"python, java,",7.894736842105263
258,"java, c++,",5.263157894736842
259,highest level,5.263157894736842
260,level education,5.263157894736842
261,product service,5.263157894736842
262,affirmative action,7.894736842105263
263,able communicate,5.263157894736842
264,secret security,5.263157894736842
265,security clearance,5.263157894736842
266,qualitative quantitative,5.263157894736842
267,written skill,5.263157894736842
268,"engineering, mathematics,",5.263157894736842
269,year professional,13.157894736842104
270,r programming,5.263157894736842
271,"analysis, modeling,",5.263157894736842
272,mathematical concept,5.263157894736842
273,engineering discipline,5.263157894736842
274,year progressive,7.894736842105263
275,"progressive experience,",5.263157894736842
276,essential functions:,5.263157894736842
277,general office,7.894736842105263
278,office environment.,7.894736842105263
279,office equipment.,5.263157894736842
280,verbally writing.,5.263157894736842
281,insight recommendation,5.263157894736842
282,performance insight,7.894736842105263
283,performance metric,5.263157894736842
284,performance improvement,5.263157894736842
285,improvement strategy,5.263157894736842
286,primary responsibility,5.263157894736842
287,explanatory predictive,5.263157894736842
288,ad hoc,5.263157894736842
289,department reporting,5.263157894736842
290,work towards,5.263157894736842
291,performs duty,5.263157894736842
292,"r, python,",5.263157894736842
293,actionable insight,5.263157894736842
294,revision control,5.263157894736842
295,"microsoft word,",5.263157894736842
296,"origin, sexual",5.263157894736842
297,"process, please",5.263157894736842
298,analytic system,5.263157894736842
299,r python,5.263157894736842
300,"identity, genetic",7.894736842105263
301,"learning, artificial",5.263157894736842
302,technique solve,5.263157894736842
303,long term,5.263157894736842
304,good command,5.263157894736842
305,"statistics, mathematics,",5.263157894736842
306,"location: richfield,",5.263157894736842
307,"r, python",5.263157894736842
308,unstructured data.,10.526315789473683
309,"clustering, decision",5.263157894736842
310,platform like,5.263157894736842
311,"pandas, numpy,",5.263157894736842
312,supervised unsupervised,5.263157894736842
313,random forest,5.263157894736842
314,provides leadership,5.263157894736842
315,"technique clustering,",5.263157894736842
316,"genetic algorithms,",5.263157894736842
317,• bring,5.263157894736842
318,• active,5.263157894736842
319,deliver measure,5.263157894736842
320,measure value,5.263157894736842
321,"value pre,",5.263157894736842
322,"pre, during,",5.263157894736842
323,"during, post",5.263157894736842
324,• contribute,5.263157894736842
325,active participation,5.263157894736842
326,end end,5.263157894736842
327,proficiency level,7.894736842105263
328,level *,5.263157894736842
329,engagement projects.,5.263157894736842
330,full time,5.263157894736842
331,fortune 500,5.263157894736842
332,automotive industry.,5.263157894736842
333,closely engineering,5.263157894736842
334,1+ year,7.894736842105263
335,"master's statistics,",5.263157894736842
336,"statistics, economics,",5.263157894736842
337,model production,5.263157894736842
338,2-5 year,5.263157894736842
339,driven insights.,5.263157894736842
340,"sql, python,",5.263157894736842
341,solid background,5.263157894736842
342,master phd,5.263157894736842
343,• 6+,5.263157894736842
344,6+ years’,5.263157894736842
345,years’ hands-on,5.263157894736842
346,sling tv,10.526315789473683
347,"amazon, apple",5.263157894736842
348,cloud native,5.263157894736842
349,building model,5.263157894736842
350,building analytic,5.263157894736842
351,"(docker, kubernetes,",5.263157894736842
352,global leader,5.263157894736842
353,nosql database,5.263157894736842
354,"significant with,",7.894736842105263
355,"with, deep",7.894736842105263
356,"deep of,",7.894736842105263
357,"of, programming",5.263157894736842
358,"programming (r,",5.263157894736842
359,"java, c#).",5.263157894736842
360,relational database,5.263157894736842
361,motive interactive,5.263157894736842
362,mobile app,5.263157894736842
363,artificial neural,5.263157894736842
364,familiar common,5.263157894736842
365,good written,5.263157894736842
366,excellent skill,5.263157894736842
367,providence health,7.894736842105263
368,health service,10.526315789473683
369,creativity solve,5.263157894736842
370,qualification thisposition,5.263157894736842
371,thisposition include:,5.263157894736842
372,preferred qualification,5.263157894736842
373,"orientation, marital",7.894736842105263
374,***c2c eligible,5.263157894736842
375,eligible sponsorship,5.263157894736842
376,sponsorship available.,5.263157894736842
377,candidate able,5.263157894736842
378,able go,5.263157894736842
379,go permanent,5.263157894736842
380,permanent client***,5.263157894736842
381,3+ year,5.263157894736842
382,expert proficiency,5.263157894736842
383,least one,5.263157894736842
384,future fit,5.263157894736842
385,total reward,7.894736842105263
386,"discriminate age,",5.263157894736842
387,"age, religion,",5.263157894736842
388,"sex, gender",5.263157894736842
389,"information, race,",5.263157894736842
390,"color, national",5.263157894736842
391,"origin, pregnancy,",5.263157894736842
392,"status, participation",5.263157894736842
393,participation uniformed,5.263157894736842
394,uniformed service,5.263157894736842
395,service (e.g.,5.263157894736842
396,u.s. armed,5.263157894736842
397,"armed forces,",5.263157894736842
398,"forces, national",5.263157894736842
399,"national guard),",5.263157894736842
400,"guard), physical",5.263157894736842
401,"disability, status",5.263157894736842
402,status protected,5.263157894736842
403,"protected federal,",5.263157894736842
404,"federal, state,",5.263157894736842
405,"state, local",5.263157894736842
406,local opportunity,5.263157894736842
407,opportunity laws.,5.263157894736842
408,john hopkins,7.894736842105263
409,hopkins health,7.894736842105263
410,healthcare economics,10.526315789473683
411,population health,5.263157894736842
412,cost utilization,5.263157894736842
413,throughout organization,5.263157894736842
414,familiarity principle,5.263157894736842
415,trend pattern,5.263157894736842
416,technique method,5.263157894736842
417,"safer, secure,",5.263157894736842
418,"secure, sustainable",5.263157894736842
419,every day,5.263157894736842
